year,country_id,country,region,latitude,longitude,success,suicide,attack_type,target_type,gname,weapon_type,nperps,nkill,nkillus,nkillter,nwound
2014,95,Iraq,Middle East & North Africa,33.389298,43.599138,1,0,Bombing/Explosion,Telecommunication,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.42231,43.546302,1,0,Bombing/Explosion,Telecommunication,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.42231,43.546302,1,0,Bombing/Explosion,Telecommunication,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.906667,44.724444,1,0,Armed Assault,Military,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,-99,0,0,0,1.5
2014,95,Iraq,Middle East & North Africa,36.367443,43.188941,1,0,Armed Assault,Private Citizens & Property,Unknown,Firearms,-99,1,0,0,1
2014,153,Pakistan,South Asia,32.970831,70.278094,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,113,Libya,Middle East & North Africa,32.146462,20.115208,1,0,Armed Assault,Religious Figures/Institutions,Unknown,Firearms,-99,0,0,0,1
2014,92,India,South Asia,25.567937,90.224466,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Achik National Volunteer Council-B (ANVC-B),Firearms,-99,2,0,0,0
2014,198,Sweden,Western Europe,55.584285,13.045573,1,0,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,24.793475,67.141307,1,0,Armed Assault,Police,Unknown,Firearms,-99,4,0,0,0
2014,153,Pakistan,South Asia,33.937752,70.013788,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,2
2014,153,Pakistan,South Asia,33.937752,70.013788,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,1
2014,4,Afghanistan,South Asia,33.160547,63.783445,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,3
2014,160,Philippines,Southeast Asia,6.541362,124.588394,1,0,Bombing/Explosion,Journalists & Media,Bangsamoro Islamic Freedom Movement (BIFM),Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,113,Libya,Middle East & North Africa,32.8802,13.19,0,0,Assassination,Military,Unknown,Firearms,-99,0,0,0,0
2014,147,Nigeria,Sub-Saharan Africa,10.897831,11.609238,1,0,Armed Assault,Private Citizens & Property,Boko Haram,Firearms,-99,19,0,0,5
2014,113,Libya,Middle East & North Africa,29.0284,21.5366,1,0,Armed Assault,Police,Unknown,Firearms,-99,0,0,0,3
2014,123,Mali,Sub-Saharan Africa,16.276477,-0.039152,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,92,India,South Asia,25.529198,90.425278,1,0,Hostage Taking (Kidnapping),Business,Achik National Volunteer Council-B (ANVC-B),Firearms,4,1,0,0,1
2014,228,Yemen,Middle East & North Africa,15.225852,44.254398,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,2,0,0,6
2014,153,Pakistan,South Asia,31.823914,70.909453,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,31.823914,70.909453,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,92,India,South Asia,25.817624,90.79264,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Achik National Liberation Army (ANLA),Unknown,-99,1,0,0,0
2014,92,India,South Asia,23.602689,85.542244,1,0,Facility/Infrastructure Attack,Private Citizens & Property,Maoists,Firearms,15,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.30812,44.393933,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,0
2014,153,Pakistan,South Asia,34.007989,71.572441,1,1,Bombing/Explosion,Business,Tehrik-i-Taliban Pakistan (TTP),Explosives/Bombs/Dynamite,1,10,0,1,50
2014,153,Pakistan,South Asia,34.010835,71.571411,1,0,Assassination,Religious Figures/Institutions,Unknown,Firearms,2,1,0,0,0
2014,153,Pakistan,South Asia,34.010835,71.571411,1,0,Armed Assault,Private Citizens & Property,Unknown,Firearms,2,0,0,0,1
2014,182,Somalia,Sub-Saharan Africa,2.033333,45.35,1,0,Bombing/Explosion,Private Citizens & Property,Al-Shabaab,Explosives/Bombs/Dynamite,-99,,0,0,
2014,113,Libya,Middle East & North Africa,32.117852,20.067181,1,0,Armed Assault,Business,Unknown,Firearms,-99,0,0,0,
2014,153,Pakistan,South Asia,24.924038,66.971184,1,0,Armed Assault,Military,Unknown,Firearms,1,1,0,1,0
2014,153,Pakistan,South Asia,24.790085,67.519728,1,0,Bombing/Explosion,Transportation,Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,-99,1,0,0,23
2014,4,Afghanistan,South Asia,34.524667,69.192392,0,1,Bombing/Explosion,Private Citizens & Property,Haqqani Network,Explosives/Bombs/Dynamite,2,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.241415,44.313513,1,0,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,-99,4,0,0,6
2014,95,Iraq,Middle East & North Africa,33.325,44.422,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,2,0,0,9
2014,95,Iraq,Middle East & North Africa,33.268977,44.343603,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,2,0,0,10
2014,95,Iraq,Middle East & North Africa,33.522649,44.229484,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,4
2014,60,Egypt,Middle East & North Africa,31.172832,34.222353,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,2
2014,153,Pakistan,South Asia,29.01674,68.944561,1,0,Bombing/Explosion,Utilities,Separatists,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,32.905097,70.53431,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,32.905097,70.53431,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,34.216094,71.557846,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,34.216094,71.557846,0,0,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,228,Yemen,Middle East & North Africa,16.930414,49.365315,1,0,Armed Assault,Police,Unknown,Firearms,-99,0,0,0,1
2014,153,Pakistan,South Asia,34.61391,71.92901,1,0,Armed Assault,Government (General),Unknown,Firearms,-99,1,0,0,0
2014,95,Iraq,Middle East & North Africa,33.508926,44.234078,1,1,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,1,5,0,1,16
2014,95,Iraq,Middle East & North Africa,36.342809,43.157416,1,1,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,1,1,0,1,8
2014,160,Philippines,Southeast Asia,7.836523,123.30451,1,0,Assassination,Government (General),Unknown,Firearms,1,2,0,0,1
2014,182,Somalia,Sub-Saharan Africa,3.038029,43.799162,0,0,Unknown,Military,Al-Shabaab,Unknown,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,34.016389,44.145278,1,0,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,4
2014,95,Iraq,Middle East & North Africa,33.308144,44.524228,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,1
2014,95,Iraq,Middle East & North Africa,33.165799,44.560913,1,0,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms,-99,1,0,0,1
2014,95,Iraq,Middle East & North Africa,35.445258,44.400786,1,0,Unknown,Private Citizens & Property,Unknown,Unknown,-99,2,0,0,0
2014,113,Libya,Middle East & North Africa,32.025835,20.07291,1,0,Armed Assault,Government (General),Unknown,Firearms,-99,0,0,0,0
2014,160,Philippines,Southeast Asia,7.10677,124.825838,1,0,Bombing/Explosion,Business,Bangsamoro Islamic Freedom Movement (BIFM),Explosives/Bombs/Dynamite,-99,0,0,0,2
2014,113,Libya,Middle East & North Africa,32.117852,20.067181,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,113,Libya,Middle East & North Africa,32.117852,20.067181,1,0,Bombing/Explosion,Journalists & Media,Unknown,Explosives/Bombs/Dynamite,80,0,0,0,0
2014,130,Mexico,North America,18.154171,-94.3937,1,0,Hostage Taking (Kidnapping),Journalists & Media,Unknown,Firearms,-99,1,0,0,0
2014,228,Yemen,Middle East & North Africa,13.999536,48.181816,1,0,Armed Assault,Military,Al-Qa`ida in the Arabian Peninsula (AQAP),Firearms,-99,4,0,0,3
2014,228,Yemen,Middle East & North Africa,12.825527,45.030014,1,0,Assassination,Military,Al-Qa`ida in the Arabian Peninsula (AQAP),Firearms,-99,1,0,0,0
2014,147,Nigeria,Sub-Saharan Africa,10.65289,12.907513,1,0,Bombing/Explosion,Police,Boko Haram,Explosives/Bombs/Dynamite,-99,0,0,0,2
2014,95,Iraq,Middle East & North Africa,33.30812,44.393933,1,1,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,-99,8,0,1,10
2014,95,Iraq,Middle East & North Africa,33.306788,44.393593,1,1,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,6,0,1,12
2014,95,Iraq,Middle East & North Africa,33.223114,44.540776,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,10,0,0,24
2014,95,Iraq,Middle East & North Africa,33.334096,44.400727,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,5,0,0,9
2014,95,Iraq,Middle East & North Africa,33.335256,44.382191,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,6
2014,95,Iraq,Middle East & North Africa,33.248881,44.488449,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,8
2014,95,Iraq,Middle East & North Africa,33.250159,44.389808,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,6
2014,95,Iraq,Middle East & North Africa,33.250159,44.389808,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,2,0,0,10
2014,95,Iraq,Middle East & North Africa,33.345443,43.783436,1,1,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,1,6,0,1,7
2014,95,Iraq,Middle East & North Africa,33.396389,43.683333,1,1,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,1,4,0,1,11
2014,95,Iraq,Middle East & North Africa,36.336147,43.13565,1,1,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,2,0,1,5
2014,95,Iraq,Middle East & North Africa,34.597042,43.681244,1,0,Armed Assault,Police,Unknown,Firearms,-99,1,0,0.33,1
2014,95,Iraq,Middle East & North Africa,34.597042,43.681244,1,0,Armed Assault,Police,Unknown,Firearms,-99,1,0,0.33,1
2014,95,Iraq,Middle East & North Africa,33.33928,44.40047,1,0,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,-99,4,0,0,8
2014,95,Iraq,Middle East & North Africa,36.337253,43.139137,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,5
2014,95,Iraq,Middle East & North Africa,36.339466,43.15419,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,3,0,0,8
2014,95,Iraq,Middle East & North Africa,36.339189,43.13536,0,0,Assassination,Government (General),Unknown,Explosives/Bombs/Dynamite,-99,2,0,0,0
2014,228,Yemen,Middle East & North Africa,12.825527,45.030014,1,0,Hijacking,Journalists & Media,Unknown,Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,35.511869,43.247204,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,5
2014,95,Iraq,Middle East & North Africa,36.402294,42.965933,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,14
2014,104,Kenya,Sub-Saharan Africa,-4.093302,39.661362,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,229,Democratic Republic of the Congo,Sub-Saharan Africa,0.494767,29.468986,1,0,Armed Assault,Government (Diplomatic),Unknown,Firearms,-99,1,0,0,0
2014,95,Iraq,Middle East & North Africa,36.326498,43.13897,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,3
2014,95,Iraq,Middle East & North Africa,34.597042,43.681244,1,0,Armed Assault,Police,Unknown,Firearms,-99,1,0,0.34,1
2014,95,Iraq,Middle East & North Africa,33.1,44.583333,1,0,Armed Assault,Military,Unknown,Firearms,-99,1,0,0,4
2014,95,Iraq,Middle East & North Africa,34.93018,43.410549,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,2,0,0,
2014,147,Nigeria,Sub-Saharan Africa,10.657376,12.906142,1,0,Bombing/Explosion,Military,Boko Haram,Explosives/Bombs/Dynamite,50,3,0,0,0
2014,113,Libya,Middle East & North Africa,32.8802,13.19,1,0,Armed Assault,Military,Al-Qaqa Brigade,Firearms,-99,0,0,0,0
2014,113,Libya,Middle East & North Africa,32.117852,20.067181,0,0,Assassination,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,1
2014,182,Somalia,Sub-Saharan Africa,1.714899,44.770046,1,0,Bombing/Explosion,Military,Al-Shabaab,Explosives/Bombs/Dynamite,-99,,0,0,
2014,205,Thailand,Southeast Asia,6.250377,101.730486,1,0,Armed Assault,Business,Separatists,Firearms,1,1,0,0,0
2014,205,Thailand,Southeast Asia,6.050601,101.859028,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,123,Mali,Sub-Saharan Africa,16.83609,0.592403,1,0,Armed Assault,Private Citizens & Property,Movement for Oneness and Jihad in West Africa (MUJAO),Firearms,12,30,0,0,4
2014,94,Iran,Middle East & North Africa,27.527758,60.642815,1,0,Hostage Taking (Kidnapping),Police,Jaish al-Adl,Firearms,-99,1,0,0,0
2014,200,Syria,Middle East & North Africa,36.207992,37.155021,1,1,Bombing/Explosion,Police,Islamic Front (Syria),Explosives/Bombs/Dynamite,-99,46,0,21,
2014,147,Nigeria,Sub-Saharan Africa,9.07612,10.05916,1,0,Armed Assault,Private Citizens & Property,Tarok Militia,Firearms,-99,22,0,0,
2014,153,Pakistan,South Asia,24.894111,66.992844,0,0,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,34,71.383333,0,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.376592,44.42526,1,0,Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,-99,1,0,0,7
2014,95,Iraq,Middle East & North Africa,33.3,44.433333,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,11
2014,95,Iraq,Middle East & North Africa,33.409377,44.429556,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,3
2014,95,Iraq,Middle East & North Africa,33.300039,44.453712,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,4
2014,153,Pakistan,South Asia,32.192865,70.356896,1,0,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms,-99,2,0,1,0
2014,228,Yemen,Middle East & North Africa,15.359018,44.204124,1,0,Unarmed Assault,Journalists & Media,Unknown,Melee,-99,0,0,0,1
2014,95,Iraq,Middle East & North Africa,33.354467,44.318925,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,6
2014,95,Iraq,Middle East & North Africa,33.254695,44.421115,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,7
2014,95,Iraq,Middle East & North Africa,33.361103,44.314193,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,6
2014,214,Ukraine,Eastern Europe,50.4501,30.5234,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,1
2014,209,Turkey,Middle East & North Africa,41.064436,28.968501,1,0,Armed Assault,Private Citizens & Property,Unknown,Firearms,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,34.599107,43.683407,1,0,Assassination,Terrorists/Non-State Militia,Unknown,Melee,-99,4,0,0,0
2014,95,Iraq,Middle East & North Africa,33.850805,44.52014,1,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,9
2014,153,Pakistan,South Asia,28.519681,68.542324,1,0,Bombing/Explosion,Utilities,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,228,Yemen,Middle East & North Africa,15.418803,45.502087,1,0,Armed Assault,Military,Unknown,Firearms,1,1,0,0,0
2014,228,Yemen,Middle East & North Africa,16.146947,43.48065,0,0,Assassination,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,34.882576,44.62634,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,1,0,0,20
2014,95,Iraq,Middle East & North Africa,33.745423,44.640604,0,0,Assassination,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,2
2014,160,Philippines,Southeast Asia,6.93105,122.093785,1,0,Assassination,Government (General),Unknown,Firearms,2,1,0,0,0
2014,60,Egypt,Middle East & North Africa,31.122261,33.804628,1,0,Armed Assault,Police,Unknown,Firearms,-99,0,0,0,0
2014,60,Egypt,Middle East & North Africa,31.129626,33.803554,0,0,Armed Assault,Military,Unknown,Firearms,-99,0,0,0,0
2014,60,Egypt,Middle East & North Africa,30.470624,33.613632,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,60,Egypt,Middle East & North Africa,30.470624,33.613632,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,60,Egypt,Middle East & North Africa,30.470624,33.613632,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,60,Egypt,Middle East & North Africa,30.470624,33.613632,0,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.328217,44.409952,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,3,0,0,0
2014,95,Iraq,Middle East & North Africa,33.340178,44.398166,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,2,0,0,5
2014,95,Iraq,Middle East & North Africa,33.366542,44.307095,1,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,36.359887,43.101715,0,0,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,36.375125,43.170389,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,2
2014,95,Iraq,Middle East & North Africa,34.929167,43.493056,0,0,Assassination,Terrorists/Non-State Militia,Unknown,Firearms,-99,0,0,0,2
2014,95,Iraq,Middle East & North Africa,36.164167,43.259444,1,0,Armed Assault,Religious Figures/Institutions,Unknown,Firearms,-99,2,0,0,0
2014,4,Afghanistan,South Asia,35.384572,65.945005,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Taliban,Firearms,-99,1,0,0,0
2014,160,Philippines,Southeast Asia,7.037435,118.511496,1,0,Hostage Taking (Kidnapping),Business,Abu Sayyaf Group (ASG),Firearms,-99,0,0,0,0
2014,113,Libya,Middle East & North Africa,32.117852,20.067181,1,0,Assassination,Religious Figures/Institutions,Unknown,Firearms,-99,1,0,0,0
2014,113,Libya,Middle East & North Africa,32.764884,22.639343,0,0,Assassination,Government (General),Unknown,Firearms,-99,0,0,0,1
2014,182,Somalia,Sub-Saharan Africa,2.023638,45.278177,1,0,Armed Assault,Religious Figures/Institutions,Al-Shabaab,Firearms,-99,1,0,0,0
2014,182,Somalia,Sub-Saharan Africa,2.042886,45.30408,1,0,Armed Assault,Military,Al-Shabaab,Firearms,-99,1,0,0,0
2014,205,Thailand,Southeast Asia,6.348739,100.993087,0,0,Armed Assault,Police,Unknown,Firearms,-99,0,0,0,0
2014,205,Thailand,Southeast Asia,6.61047,101.629622,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,205,Thailand,Southeast Asia,6.462693,101.122863,1,0,Armed Assault,Government (General),Separatists,Firearms,-99,1,0,0,2
2014,153,Pakistan,South Asia,26.115009,62.04134,1,0,Armed Assault,Military,Baloch Liberation Front (BLF),Explosives/Bombs/Dynamite,-99,3,0,2,8
2014,153,Pakistan,South Asia,27.341446,66.369478,1,0,Bombing/Explosion,Military,Lashkar-e-Balochistan,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,29.143466,69.097689,1,0,Bombing/Explosion,Utilities,Baloch Republican Army (BRA),Explosives/Bombs/Dynamite,-99,0,0,0,2
2014,153,Pakistan,South Asia,27.341446,66.369478,1,0,Bombing/Explosion,Military,Lashkar-e-Balochistan,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,92,India,South Asia,24.883964,93.919673,0,0,Assassination,Government (General),Unknown,Firearms,-99,0,0,0,0
2014,60,Egypt,Middle East & North Africa,30.027549,31.211658,1,0,Bombing/Explosion,Police,Ajnad Misr,Explosives/Bombs/Dynamite,-99,0,0,0,3
2014,60,Egypt,Middle East & North Africa,30.027687,31.217453,1,0,Bombing/Explosion,Police,Ajnad Misr,Explosives/Bombs/Dynamite,-99,0,0,0,3
2014,153,Pakistan,South Asia,24.926295,66.970411,0,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,2,0,0,0,0
2014,228,Yemen,Middle East & North Africa,15.544499,49.350063,1,0,Armed Assault,Military,Tribesmen,Firearms,-99,6,0,2,0
2014,95,Iraq,Middle East & North Africa,34.881918,44.624306,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,6,0,0,27
2014,95,Iraq,Middle East & North Africa,33.342072,44.276296,1,0,Armed Assault,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),Firearms,-99,1,0,0,0
2014,95,Iraq,Middle East & North Africa,33.390961,44.459253,1,0,Bombing/Explosion,Police,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,-99,2,0,0,7
2014,95,Iraq,Middle East & North Africa,34.929008,43.491928,1,0,Bombing/Explosion,Military,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,-99,3,0,0,2
2014,95,Iraq,Middle East & North Africa,36.339189,43.13536,1,0,Armed Assault,Private Citizens & Property,Unknown,Firearms,-99,2,0,0,0
2014,182,Somalia,Sub-Saharan Africa,2.039393,45.345492,1,0,Armed Assault,Military,Al-Shabaab,Firearms,-99,2,0,,6
2014,214,Ukraine,Eastern Europe,49.9935,36.230383,0,0,Hijacking,Airports & Aircraft,Individual,Fake Weapons,1,0,0,0,0
2014,1004,South Sudan,Sub-Saharan Africa,6.068882,31.606083,1,0,Armed Assault,Private Citizens & Property,Sudan People's Liberation Movement in Opposition (SPLM-IO),Explosives/Bombs/Dynamite,-99,26,0,0,
2014,160,Philippines,Southeast Asia,15.252449,120.951552,0,0,Assassination,Government (General),Unknown,Explosives/Bombs/Dynamite,2,0,0,0,0
2014,92,India,South Asia,22.949107,84.546612,1,0,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary,100,0,0,0,0
2014,92,India,South Asia,23.156775,84.503875,1,0,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary,100,0,0,0,0
2014,4,Afghanistan,South Asia,34.51248,62.661776,1,0,Armed Assault,Private Citizens & Property,Unknown,Firearms,-99,0,0,0,1
2014,228,Yemen,Middle East & North Africa,13.890458,45.873434,1,0,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,25.015135,67.059767,1,0,Armed Assault,Educational Institution,Unknown,Firearms,-99,1,0,0,0
2014,228,Yemen,Middle East & North Africa,13.853995,44.761865,1,0,Facility/Infrastructure Attack,Private Citizens & Property,Southern Mobility Movement (Yemen),Unknown,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,34.596953,43.682772,1,0,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Unknown,Firearms,-99,,0,0,3
2014,160,Philippines,Southeast Asia,6.743615,124.867594,1,0,Bombing/Explosion,Utilities,Bangsamoro Islamic Freedom Movement (BIFM),Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,153,Pakistan,South Asia,30.300209,71.934552,1,1,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,3,1,0,1,4
2014,153,Pakistan,South Asia,33.985554,71.456679,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,36.164167,43.259444,1,0,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,1
2014,182,Somalia,Sub-Saharan Africa,1.632006,44.520771,1,0,Bombing/Explosion,Unknown,Al-Shabaab,Explosives/Bombs/Dynamite,-99,,0,,
2014,95,Iraq,Middle East & North Africa,33.731322,44.612465,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,35.496729,43.13847,1,0,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,34.533753,43.483738,1,0,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,0
2014,95,Iraq,Middle East & North Africa,33.362493,43.763336,1,0,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite,-99,0,0,0,18
2014,95,Iraq,Middle East & North Africa,34.9,44.486667,1,0,Armed Assault,Military,Unknown,Firearms,-99,2,0,0,0
2014,144,New Zealand,Australasia & Oceania,-41.124433,175.070783,1,0,Facility/Infrastructure Attack,Business,Animal Liberation Front (ALF),Incendiary,-99,0,0,0,0
2014,92,India,South Asia,23.851999,86.045572,1,0,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite,-99,0,0,0,0
